feature,importance
worst_area,10.815831774589086
worst_texture,9.298015197217632
worst_concave_points,9.204803300808788
worst_perimeter,6.9196169144009065
mean_concave_points,5.718841771072355
worst_smoothness,5.5660116064830145
worst_concavity,5.557298496264247
worst_radius,4.811805992276158
area_error,4.641559728048212
mean_texture,4.524475192976181
radius_error,3.1086576986609153
worst_fractal_dimension,3.0009576898718975
symmetry_error,2.7480277340216293
mean_smoothness,2.320279015972713
mean_concavity,2.097979257758159
mean_area,1.8979194522548644
fractal_dimension_error,1.7766101646810586
worst_symmetry,1.653417986572986
texture_error,1.6158739849931298
mean_perimeter,1.5321435934938072
mean_compactness,1.5287022186968786
worst_compactness,1.4694015031498502
mean_radius,1.4500257511942862
smoothness_error,1.317466924511762
perimeter_error,1.315394497781716
compactness_error,1.2542175427366395
mean_symmetry,1.0398302795892846
concave_points_error,0.8585312409321457
concavity_error,0.6659960483854976
mean_fractal_dimension,0.2903074406041938
