framework,seed,fold,fit_time_sec,predict_time_sec,accuracy,precision,recall,f1
automl_suite_autogluon,42,1,5.088983665998967,0.006242375000510947,0.835,0.45454545454545453,0.3225806451612903,0.37735849056603776
automl_suite_autogluon,42,2,4.7461140410014195,0.008256749999418389,0.815,0.375,0.2903225806451613,0.32727272727272727
automl_suite_autogluon,42,3,4.347908874999121,0.010536499999943771,0.815,0.3333333333333333,0.1935483870967742,0.24489795918367346
automl_suite_autogluon,42,4,4.673073874999318,0.005696000000170898,0.83,0.42857142857142855,0.2903225806451613,0.34615384615384615
automl_suite_autogluon,42,5,4.652494291000039,0.02565745899846661,0.84,0.4782608695652174,0.3548387096774194,0.4074074074074074
