fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,LightGBM,0.84,0.6212121212121212,0.8583699179232678,0.5163842010242523
2,LightGBM,0.835,0.5868544600938967,0.7029967551059362,0.3747241688767891
3,LightGBM,0.83,0.6470099667774086,0.8095056308455812,0.42465599845493773
4,LightGBM,0.84,0.6069761729304839,0.6968887192212254,0.3786453144360888
5,LightGBM,0.865,0.6860282574568289,0.852261882038557,0.5574114452811955
