framework,seed,fold,fit_time_sec,predict_time_sec,accuracy,precision,recall,f1
boosting_suite_catboost_baseline,77,1,0.22164524999971036,0.0017300420004175976,0.7777777777777778,0.8571428571428571,0.8108108108108109,0.8333333333333334
boosting_suite_catboost_baseline,77,2,0.2270261249941541,0.0017997910035774112,0.7037037037037037,0.723404255319149,0.918918918918919,0.8095238095238095
boosting_suite_catboost_baseline,77,3,0.2260040410037618,0.0017353329894831404,0.8148148148148148,0.8461538461538461,0.8918918918918919,0.868421052631579
boosting_suite_catboost_baseline,77,4,0.2287682079913793,0.0017224170005647466,0.6851851851851852,0.7567567567567568,0.7777777777777778,0.7671232876712328
boosting_suite_catboost_baseline,77,5,0.22360979199584108,0.0017189580103149638,0.6666666666666666,0.725,0.8055555555555556,0.7631578947368421
