framework,seed,fold,fit_time_sec,predict_time_sec,accuracy,precision,recall,f1,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
feature_ablation_xgboost_poly2,42,1,0.4382028339896351,0.006105833002948202,0.6666666666666666,0.7317073170731707,0.8108108108108109,0.7692307692307693,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,2,0.46182366700668354,0.006092291994718835,0.7592592592592593,0.7857142857142857,0.8918918918918919,0.8354430379746836,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,3,0.4503722910012584,0.006077582991565578,0.7777777777777778,0.8048780487804879,0.8918918918918919,0.8461538461538461,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,4,0.444677874998888,0.00616145899402909,0.7037037037037037,0.8333333333333334,0.6944444444444444,0.7575757575757576,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,5,0.4530269579991,0.006170166001538746,0.7222222222222222,0.7441860465116279,0.8888888888888888,0.810126582278481,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
