fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,CatBoost,0.7777777777777778,0.7563909774436091,0.7726550079491256,0.8924885884961369
2,CatBoost,0.8518518518518519,0.837593984962406,0.8903020667726551,0.9547683788760477
3,CatBoost,0.7962962962962963,0.7837641062977794,0.8712241653418125,0.941545318937193
4,CatBoost,0.7037037037037037,0.6931818181818181,0.7746913580246914,0.8880897681906246
5,CatBoost,0.7592592592592593,0.7327750285496765,0.8040123456790124,0.8923116789249907
