seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.449620724999113,0.00888649353759613,0.00612146659696009,4.18101702033293e-05,0.725925925925926,0.04421235698634563,0.7799638062825811,0.04216287097555711,0.8355855855855856,0.0861925947957936,0.8037059986427074,0.03926456386493082,sex,feature_ablation_xgboost_poly2,feature_ablation_xgboost_poly2,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
