seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.49502038339851423,0.004754569815154772,0.0027601001958828418,8.814767835670713e-05,0.7333333333333333,0.01656346649999843,0.7822103740220769,0.035072769531242914,0.8465465465465465,0.07320801504973055,0.8103767656866088,0.022597783042507837,sex,feature_ablation_xgboost_baseline,feature_ablation_xgboost_baseline,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
