feature,importance
worst_texture,581
worst_concave_points,493
mean_concave_points,431
worst_perimeter,401
mean_texture,395
area_error,343
worst_concavity,298
worst_radius,297
worst_area,285
worst_smoothness,243
mean_concavity,222
mean_radius,217
compactness_error,216
texture_error,186
mean_smoothness,182
symmetry_error,177
radius_error,164
mean_symmetry,164
worst_compactness,157
worst_symmetry,142
mean_compactness,141
mean_area,134
fractal_dimension_error,133
mean_perimeter,129
worst_fractal_dimension,126
perimeter_error,121
mean_fractal_dimension,119
smoothness_error,118
concave_points_error,104
concavity_error,88
