feature,importance
worst_texture,606
mean_concave_points,543
worst_concave_points,496
area_error,386
mean_texture,381
worst_area,379
worst_smoothness,272
worst_concavity,262
worst_radius,258
worst_perimeter,256
mean_smoothness,245
worst_symmetry,239
mean_concavity,224
symmetry_error,193
smoothness_error,175
mean_radius,174
mean_compactness,174
texture_error,165
radius_error,148
fractal_dimension_error,148
mean_symmetry,143
perimeter_error,143
concave_points_error,116
mean_fractal_dimension,115
compactness_error,101
worst_compactness,96
mean_perimeter,87
concavity_error,86
mean_area,78
worst_fractal_dimension,78
