feature,importance
worst_concave_points,500
worst_texture,492
worst_perimeter,436
area_error,406
worst_area,360
mean_texture,344
mean_concave_points,330
worst_smoothness,264
worst_radius,222
texture_error,215
fractal_dimension_error,211
worst_symmetry,202
symmetry_error,195
radius_error,192
worst_compactness,191
worst_concavity,191
mean_smoothness,183
mean_radius,169
worst_fractal_dimension,167
perimeter_error,160
mean_concavity,158
mean_symmetry,156
concave_points_error,149
smoothness_error,141
mean_compactness,138
mean_fractal_dimension,134
mean_perimeter,114
compactness_error,107
mean_area,83
concavity_error,80
