feature,importance
worst_texture,598
worst_concave_points,491
mean_concave_points,458
mean_texture,395
worst_perimeter,386
area_error,358
worst_area,304
worst_radius,302
worst_smoothness,253
worst_concavity,241
mean_concavity,207
mean_radius,199
worst_symmetry,199
mean_symmetry,196
mean_smoothness,192
concave_points_error,175
worst_compactness,171
mean_compactness,159
symmetry_error,150
fractal_dimension_error,145
compactness_error,143
mean_perimeter,122
radius_error,117
mean_fractal_dimension,117
texture_error,116
smoothness_error,93
perimeter_error,93
worst_fractal_dimension,91
mean_area,69
concavity_error,50
