seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.45004216660163365,0.01514493860283353,0.022108433395624162,0.0006055094609783708,0.9701288619779538,0.0047630143745116624,0.9758100205468626,0.023766825294766755,0.9776212832550861,0.025328434236909787,0.976230026887432,0.003732430940523079,target,feature_ablation_xgboost_poly2,feature_ablation_xgboost_poly2,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
