fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,CatBoost,0.9736842105263158,0.9723547005092555,0.998689813298395,0.9992145425126487
2,CatBoost,0.9649122807017544,0.9623015873015872,0.9927939731411726,0.9956449104551985
3,CatBoost,0.9736842105263158,0.9712773998488284,0.9897486772486773,0.9938394851689756
4,CatBoost,0.9473684210526315,0.9449275362318841,0.9943783068783069,0.9968296813481223
5,CatBoost,0.9734513274336283,0.9714382003538631,0.9963112005365526,0.9977578042040127
