feature,importance
date_2023-06-29,0.02183919
date_2023-01-01,0.019678412
date_2023-02-01,0.019330166
date_2023-06-27,0.018917862
date_2023-02-04,0.018886749
date_2023-01-29,0.017148336
date_2023-01-26,0.016972264
date_2023-02-02,0.016702935
date_2023-01-24,0.016414186
date_2023-05-27,0.015921244
date_2023-05-19,0.015771674
date_2023-05-20,0.015674252
date_2023-05-25,0.015154261
date_2023-05-18,0.014938129
date_2023-06-01,0.0148082385
date_2023-02-06,0.0146532515
date_2023-01-05,0.014422353
date_2023-05-30,0.01424321
date_2023-06-26,0.0141033735
date_2023-06-24,0.013895956
date_2023-01-02,0.013828738
date_2023-05-17,0.013562744
date_2023-06-04,0.013060684
date_2023-01-12,0.012489209
date_2023-02-08,0.01241219
date_2023-01-04,0.012411184
date_2023-06-28,0.012366291
date_2023-01-28,0.012189757
date_2023-04-10,0.012176484
date_2023-06-02,0.012163943
date_2023-01-27,0.012080619
date_2023-02-09,0.011974708
date_2023-04-09,0.011912582
date_2023-06-25,0.011749631
date_2023-05-15,0.011676206
date_2023-01-08,0.011585871
date_2023-01-11,0.011294923
date_2023-05-22,0.011229262
date_2023-02-03,0.011203057
date_2023-03-14,0.011014781
date_2023-03-15,0.0107941395
date_2023-05-28,0.010378947
date_2023-05-16,0.010311453
date_2023-06-08,0.009782726
date_2023-01-03,0.00962062
date_2023-02-05,0.009454763
date_2023-04-06,0.0093726525
date_2023-03-23,0.009100252
date_2023-04-12,0.009018415
date_2023-06-15,0.008884026
date_2023-03-16,0.00879782
date_2023-01-21,0.008772219
date_2023-06-17,0.00850646
date_2023-04-14,0.008383272
date_2023-06-14,0.008374466
date_2023-02-07,0.008231107
date_2023-01-22,0.008029671
date_2023-04-02,0.00802174
date_2023-03-17,0.0077047497
date_2023-02-16,0.0076299156
date_2023-06-20,0.007508688
date_2023-03-18,0.0072134146
date_2023-01-13,0.0070234966
date_2023-05-13,0.0069869156
date_2023-03-25,0.0069116415
date_2023-02-14,0.00679464
date_2023-01-23,0.0067784083
date_2023-02-11,0.0067688315
date_2023-06-06,0.0067618513
date_2023-06-12,0.0065874653
date_2023-02-10,0.0063677607
date_2023-04-11,0.0063554444
date_2023-03-21,0.006031604
date_2023-04-15,0.0059510595
date_2023-05-31,0.0058727195
date_2023-06-21,0.0056359093
date_2023-05-12,0.0054066186
date_2023-03-26,0.005343359
date_2023-06-18,0.0052498924
date_2023-03-24,0.005248054
date_2023-02-13,0.0052192644
date_2023-05-04,0.0051812134
date_2023-03-22,0.005119212
date_2023-04-16,0.004994745
date_2023-06-05,0.004990494
date_2023-05-14,0.0049375906
date_2023-01-18,0.0049019423
date_2023-05-11,0.0048360038
date_2023-01-06,0.004761306
date_2023-04-19,0.004637447
date_2023-05-03,0.004518465
date_2023-05-05,0.004383353
date_2023-01-09,0.004298487
date_2023-06-19,0.0042691426
date_2023-01-15,0.0041910023
date_2023-03-13,0.0041358024
date_2023-04-22,0.004122377
date_2023-03-30,0.0038011859
date_2023-04-17,0.0037378038
date_2023-04-21,0.0036792476
date_2023-03-12,0.003663498
date_2023-02-20,0.0036027802
date_2023-01-07,0.0035865523
date_2023-06-07,0.0035570972
date_2023-04-13,0.003544895
date_2023-02-22,0.0035345873
date_2023-05-09,0.0035341647
date_2023-06-16,0.0034046331
date_2023-03-03,0.00302959
date_2023-06-10,0.0
date_2023-03-04,0.0
date_2023-06-13,0.0
date_2023-03-05,0.0
date_2023-03-06,0.0
date_2023-03-07,0.0
date_2023-04-05,0.0
date_2023-04-03,0.0
date_2023-03-09,0.0
date_2023-03-31,0.0
date_2023-01-14,0.0
date_2023-03-29,0.0
date_2023-03-28,0.0
date_2023-03-27,0.0
date_2023-03-19,0.0
date_2023-06-11,0.0
date_2023-03-01,0.0
date_2023-02-28,0.0
date_2023-04-18,0.0
date_2023-02-27,0.0
date_2023-02-24,0.0
date_2023-02-23,0.0
date_2023-05-10,0.0
date_2023-05-08,0.0
date_2023-02-19,0.0
date_2023-02-18,0.0
date_2023-02-17,0.0
date_2023-05-02,0.0
date_2023-04-30,0.0
date_2023-04-28,0.0
date_2023-04-27,0.0
date_2023-04-26,0.0
date_2023-04-25,0.0
date_2023-04-23,0.0
date_2023-04-01,0.0
