feature,mean_abs_shap,experiment,seed,fold
s5,0.004919657548530671,feature_ablation_xgboost_poly2,42,-1
s6,0.004785593199083369,feature_ablation_xgboost_poly2,42,-1
target,0.0047876917599424555,feature_ablation_xgboost_poly2,42,-1
age,0.004489016089345831,feature_ablation_xgboost_poly2,42,-1
bmi,0.007069748032090988,feature_ablation_xgboost_poly2,42,-1
bp,0.00853268730074865,feature_ablation_xgboost_poly2,42,-1
s1,0.0032539690075415097,feature_ablation_xgboost_poly2,42,-1
s2,0.002112650073602952,feature_ablation_xgboost_poly2,42,-1
s3,0.012297948576255888,feature_ablation_xgboost_poly2,42,-1
s4,0.005133403176248157,feature_ablation_xgboost_poly2,42,-1
s5,0.003102728427979417,feature_ablation_xgboost_poly2,42,-1
s6,0.004025011700430122,feature_ablation_xgboost_poly2,42,-1
target,0.005221536694540585,feature_ablation_xgboost_poly2,42,-1
age,0.004372280122744999,feature_ablation_xgboost_poly2,42,-1
bmi,0.007020730043509057,feature_ablation_xgboost_poly2,42,-1
bp,0.01006007709550661,feature_ablation_xgboost_poly2,42,-1
s1,0.003353954240483952,feature_ablation_xgboost_poly2,42,-1
s2,0.0025199989793297742,feature_ablation_xgboost_poly2,42,-1
s3,0.008721950445232975,feature_ablation_xgboost_poly2,42,-1
s4,0.008282870881353346,feature_ablation_xgboost_poly2,42,-1
s5,0.003929392134605036,feature_ablation_xgboost_poly2,42,-1
s6,0.003055157194456492,feature_ablation_xgboost_poly2,42,-1
target,0.00576880931055454,feature_ablation_xgboost_poly2,42,-1
