fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,LightGBM,0.9813115116664823,0.5068434491822873,0.8338556347758803,0.1035302564656207
2,LightGBM,0.9820836098208361,0.5133360443976653,0.827549943790995,0.10979769679919527
3,LightGBM,0.9816412298164123,0.5128080953914227,0.8598519841053233,0.1230596130802204
4,LightGBM,0.9811988498119885,0.5067483008914303,0.8742859867185064,0.13930968952538642
5,LightGBM,0.9814200398142005,0.5069383134081867,0.8563156880127302,0.10510742184098541
