fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,CatBoost,0.7950901249585315,0.5047395269260073,0.8620730392969655,0.12456091246372067
2,CatBoost,0.7730590577305906,0.4919263255021648,0.8547983558088742,0.10726098244117764
3,CatBoost,0.7519354125193541,0.4834182929808438,0.8609803099199392,0.10371076558399209
4,CatBoost,0.7584605175846052,0.4896953634717318,0.8764583421141909,0.09932916675788499
5,CatBoost,0.7879893828798938,0.5053296982674839,0.8902663415503734,0.12518774259314258
