f1_macro,accuracy,roc_auc_ovr,avg_precision_ovr,framework
0.5127022732683487,0.9817743522964564,0.8666030818346926,0.1359761817933406,XGBoost
0.5093348406541984,0.981531048185984,0.8503718474806871,0.1161609355422816,LightGBM
0.4950218414296463,0.773306899134595,0.8689152777380686,0.1120099139679835,CatBoost
0.5619414668929864,0.9723543071989385,0.7691904327640525,0.0823579894946906,FLAML
0.5971666704512155,0.9630165979725966,0.8810404841342057,0.14349813699530659,H2O_AutoML
