framework,metric,ci95_lo,ci95_hi
XGBoost,f1_macro,0.9138835672300258,0.9186128154661808
XGBoost,accuracy,0.9211100210034627,0.9254937176602424
LightGBM,f1_macro,0.9141056016617528,0.9186489096968715
LightGBM,accuracy,0.9211776404824294,0.9254137593571661
