feature,importance
date_2023-06-29,0.021269543
date_2023-05-24,0.02061041
date_2023-01-01,0.019545365
date_2023-01-19,0.019454423
date_2023-02-04,0.018919744
date_2023-06-27,0.01886795
date_2023-01-30,0.018357228
date_2023-01-29,0.017687282
date_2023-01-26,0.017577013
date_2023-02-02,0.017081521
date_2023-01-24,0.016665777
date_2023-05-20,0.015943814
date_2023-01-31,0.015574537
date_2023-05-23,0.015508944
date_2023-05-19,0.0154805295
date_2023-06-01,0.015309986
date_2023-05-21,0.015297194
date_2023-01-05,0.015258662
date_2023-05-25,0.01498751
date_2023-05-26,0.014963063
date_2023-05-18,0.014497254
date_2023-06-24,0.014136697
date_2023-05-17,0.014043595
date_2023-05-30,0.013964456
date_2023-01-02,0.013779633
date_2023-06-04,0.013088953
date_2023-01-04,0.012830512
date_2023-04-10,0.012363633
date_2023-01-28,0.012140341
date_2023-06-23,0.012114248
date_2023-01-25,0.012077643
date_2023-02-09,0.012015687
date_2023-06-28,0.011920903
date_2023-06-25,0.0117730545
date_2023-05-15,0.0114015145
date_2023-01-11,0.011363748
date_2023-03-14,0.01133001
date_2023-03-15,0.011214608
date_2023-06-22,0.011113378
date_2023-05-22,0.011070622
date_2023-02-03,0.011053296
date_2023-01-08,0.0110227885
date_2023-02-05,0.009714896
date_2023-03-23,0.009490427
date_2023-05-16,0.00938049
date_2023-04-06,0.009305101
date_2023-06-08,0.00928185
date_2023-02-12,0.009235144
date_2023-01-21,0.008860383
date_2023-04-12,0.008768096
date_2023-03-16,0.008576383
date_2023-06-15,0.008552079
date_2023-06-03,0.008485485
date_2023-02-07,0.008420917
date_2023-01-22,0.008405333
date_2023-04-14,0.00837077
date_2023-06-17,0.008361025
date_2023-04-02,0.007966936
date_2023-06-20,0.0073691676
date_2023-05-29,0.0072212857
date_2023-02-15,0.007167075
date_2023-01-10,0.0069942363
date_2023-02-14,0.0069065816
date_2023-03-25,0.0068905405
date_2023-02-10,0.006316572
date_2023-06-12,0.0063053635
date_2023-03-21,0.005988731
date_2023-05-31,0.005866059
date_2023-01-17,0.0057954583
date_2023-03-20,0.005613069
date_2023-05-12,0.005518694
date_2023-03-26,0.005505832
date_2023-03-08,0.0054035233
date_2023-04-08,0.0052528945
date_2023-06-18,0.0051892605
date_2023-03-22,0.005165619
date_2023-05-14,0.005065495
date_2023-04-19,0.0050482284
date_2023-05-04,0.0049417866
date_2023-01-18,0.004866034
date_2023-01-16,0.0048566125
date_2023-03-11,0.004831994
date_2023-05-11,0.0048029874
date_2023-01-06,0.0047872565
date_2023-02-13,0.0047639413
date_2023-04-16,0.004754187
date_2023-05-03,0.004701974
date_2023-06-09,0.0046998803
date_2023-02-25,0.004423089
date_2023-04-04,0.0044056363
date_2023-03-13,0.0043275026
date_2023-01-09,0.0042320667
date_2023-03-30,0.003930078
date_2023-02-20,0.003913625
date_2023-05-07,0.0038911009
date_2023-01-15,0.0038839225
date_2023-03-03,0.0038624662
date_2023-04-07,0.0037701926
date_2023-04-29,0.0037379994
date_2023-04-13,0.0036330756
date_2023-06-07,0.003594541
date_2023-04-17,0.003534706
date_2023-03-12,0.0035073182
date_2023-02-22,0.0034948995
date_2023-05-09,0.0034632606
date_2023-04-21,0.0034380218
date_2023-06-16,0.0033459216
date_2023-03-02,0.0031678958
date_2023-03-04,0.0
date_2023-06-10,0.0
date_2023-03-05,0.0
date_2023-04-30,0.0
date_2023-06-13,0.0
date_2023-01-20,0.0
date_2023-04-03,0.0
date_2023-03-06,0.0
date_2023-03-29,0.0
date_2023-03-28,0.0
date_2023-01-14,0.0
date_2023-03-19,0.0
date_2023-03-10,0.0
date_2023-04-05,0.0
date_2023-02-18,0.0
date_2023-02-17,0.0
date_2023-03-01,0.0
date_2023-05-02,0.0
date_2023-04-27,0.0
date_2023-05-06,0.0
date_2023-05-08,0.0
date_2023-05-10,0.0
date_2023-04-25,0.0
date_2023-04-24,0.0
date_2023-04-23,0.0
date_2023-02-28,0.0
date_2023-04-18,0.0
date_2023-02-27,0.0
date_2023-02-26,0.0
date_2023-02-24,0.0
date_2023-02-23,0.0
date_2023-02-21,0.0
date_2023-04-20,0.0
date_2023-02-19,0.0
date_2023-05-01,0.0
date_2023-03-31,0.0
