framework,metric,ci95_lo,ci95_hi
XGBoost,f1_macro,0.905640388600987,0.9721592799107559
XGBoost,accuracy,0.9079933340276332,0.972006665972367
LightGBM,f1_macro,0.9201825830255587,0.9726808887852815
LightGBM,accuracy,0.9205333333333333,0.9728
