f1_macro,accuracy,roc_auc_ovr,avg_precision_ovr,framework
0.9388998342558714,0.94,,,XGBoost
0.94643173590542,0.9466666666666668,,,LightGBM
0.9665152780942254,0.9666666666666668,,,CatBoost
0.9333333333333332,0.9333333333333332,,,FLAML
1.0,1.0,1.0,1.0,H2O_AutoML
