fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,LightGBM,0.9666666666666667,0.9665831244778613,,
2,LightGBM,0.9666666666666667,0.9665831244778613,,
3,LightGBM,0.9333333333333333,0.9326599326599326,,
4,LightGBM,0.9666666666666667,0.9665831244778613,,
5,LightGBM,0.9,0.899749373433584,,
