fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,XGBoost,0.9666666666666667,0.9665831244778613,,
2,XGBoost,0.9666666666666667,0.9665831244778613,,
3,XGBoost,0.9,0.8950004244121891,,
4,XGBoost,0.9666666666666667,0.9665831244778613,,
5,XGBoost,0.9,0.899749373433584,,
