feature,importance
worst_perimeter,0.29735842
mean_concave_points,0.13241026
worst_radius,0.13128668
worst_area,0.09927706
worst_concave_points,0.06541095
perimeter_error,0.03383936
worst_concavity,0.026263773
mean_concavity,0.022222681
worst_texture,0.019504946
mean_texture,0.015759274
worst_compactness,0.015126089
concavity_error,0.01389062
mean_radius,0.01350839
mean_perimeter,0.01275544
mean_smoothness,0.011332019
smoothness_error,0.009724009
area_error,0.008801947
compactness_error,0.007864091
radius_error,0.0077879694
worst_smoothness,0.007540223
fractal_dimension_error,0.0063130017
mean_area,0.0059059327
worst_fractal_dimension,0.0055455314
symmetry_error,0.005458167
worst_symmetry,0.0052612177
mean_compactness,0.005217519
mean_fractal_dimension,0.0045457613
concave_points_error,0.0044629835
mean_symmetry,0.0036848867
texture_error,0.0019407874
