f1_macro,accuracy,roc_auc_ovr,avg_precision_ovr,framework
0.8328609870579864,0.8498832301345353,0.93566380342629,0.9703443774892848,XGBoost
0.8273040231339328,0.8351826998924962,,,CatBoost
0.8314670321290877,0.8490121813901116,0.9343980119778712,0.9699600071500772,FLAML
0.8256233677119715,0.8480543545398395,0.9383957820390262,0.9709704069692427,H2O_AutoML
