fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,CatBoost,0.5708333333333333,0.5708258823937915,0.549926834366943,0.4944711708100472
2,CatBoost,0.5916666666666667,0.5915532092247846,0.6002020765103477,0.5473837917708154
3,CatBoost,0.6166666666666667,0.615357814786426,0.6324994773883353,0.5709149998395113
4,CatBoost,0.6,0.5989974937343359,0.6031635426102712,0.5970962560721285
5,CatBoost,0.6,0.595959595959596,0.5675920758928572,0.5412420471060531
