fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,LightGBM,0.5291666666666667,0.528503624889167,0.5325761270991569,0.4801753692183403
2,LightGBM,0.5166666666666667,0.5099971838918614,0.5270016026757718,0.514834385746104
3,LightGBM,0.5333333333333333,0.5268938327231766,0.5568949898961745,0.5177863738709272
4,LightGBM,0.49166666666666664,0.4915254237288136,0.5170371402689709,0.4967820106288685
5,LightGBM,0.5125,0.5062509890805508,0.5191824776785714,0.48465742017016683
