fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,XGBoost,0.55,0.5468531468531468,0.534805936868511,0.4913022662847352
2,XGBoost,0.5458333333333333,0.5359645232815965,0.5288133231133718,0.5153940674733787
3,XGBoost,0.5583333333333333,0.5503393665158371,0.5631663298724828,0.5361500185501791
4,XGBoost,0.5166666666666667,0.5166666666666667,0.538359696188419,0.5297114816156953
5,XGBoost,0.525,0.5216783216783216,0.5410156249999999,0.5132380006477848
