feature,importance
worst_concave_points,618
worst_texture,514
mean_texture,422
worst_perimeter,412
mean_concave_points,402
worst_area,358
area_error,305
worst_concavity,271
worst_radius,262
worst_smoothness,233
radius_error,224
mean_radius,199
worst_symmetry,194
compactness_error,194
concave_points_error,191
mean_concavity,186
mean_smoothness,178
texture_error,171
mean_symmetry,163
fractal_dimension_error,162
perimeter_error,156
symmetry_error,141
mean_perimeter,141
worst_compactness,137
smoothness_error,136
worst_fractal_dimension,134
mean_fractal_dimension,105
mean_compactness,90
mean_area,81
concavity_error,79
