feature,importance
worst_texture,560
worst_concave_points,547
worst_perimeter,460
mean_concave_points,437
area_error,378
mean_texture,364
worst_concavity,349
worst_area,320
worst_radius,308
compactness_error,263
worst_smoothness,247
texture_error,188
worst_compactness,175
mean_compactness,172
mean_concavity,167
mean_radius,162
mean_smoothness,140
radius_error,135
symmetry_error,129
worst_symmetry,110
concave_points_error,108
fractal_dimension_error,108
perimeter_error,103
mean_perimeter,91
mean_fractal_dimension,90
concavity_error,83
smoothness_error,77
worst_fractal_dimension,76
mean_symmetry,69
mean_area,47
