mae,r2,rmse,framework
0.2938978058019174,0.8488575835606191,0.4483852220608062,XGBoost
0.2805955193996112,0.8587837973565289,0.4333718244905389,LightGBM
0.2781148420824053,0.8561962664516111,0.4340987255756125,FLAML
