fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,XGBoost,0.8521854846964889,0.8356696734948432,0.9369426358597622,0.9710987269749218
2,XGBoost,0.8508547446002661,0.8332026287816005,0.9355285908200544,0.9703004536587131
3,XGBoost,0.8475634725634725,0.8306980292562118,0.9344222796481674,0.9697208165703051
4,XGBoost,0.8481777231777232,0.8307927600093461,0.9354836138996432,0.9701662318589808
5,XGBoost,0.8506347256347256,0.83394184374793,0.935941896903823,0.9704356583835034
