fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,CatBoost,0.8378544375063978,0.8299907843579308,,
2,CatBoost,0.8390828129798341,0.83149509954526,,
3,CatBoost,0.8321048321048321,0.824258202582784,,
4,CatBoost,0.8333333333333334,0.8252082786776158,,
5,CatBoost,0.8335380835380836,0.8255677505060729,,
