seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.30307028339011594,0.005704595291705036,0.002646225201897323,9.419757378389004e-05,0.9630957925787922,0.01901043513139633,0.967600641737628,0.03102459009013715,0.9748435054773082,0.01806457123794368,0.9708538255116181,0.014817367569393112,target,feature_ablation_xgboost_baseline,feature_ablation_xgboost_baseline,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
