fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,XGBoost,0.9508771929824561,0.9470091372715682,0.98271318646569,0.9813127640745125
2,XGBoost,0.9647887323943662,0.962370150519398,0.9962900148399406,0.9977742108306016
