framework,seed,fold,fit_time_sec,predict_time_sec,accuracy,precision,recall,f1,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
feature_ablation_xgboost_poly2,42,1,0.4625763329968322,0.021687125001335517,0.9736842105263158,1.0,0.9577464788732394,0.9784172661870504,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,2,0.4340291660046205,0.022825708001619205,0.9736842105263158,0.9594594594594594,1.0,0.9793103448275862,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,3,0.43594108399702236,0.02179312499356456,0.9649122807017544,0.9473684210526315,1.0,0.972972972972973,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,4,0.4501549169945065,0.021537166991038248,0.9649122807017544,1.0,0.9444444444444444,0.9714285714285714,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
feature_ablation_xgboost_poly2,42,5,0.4675093330151867,0.022699041990563273,0.9734513274336283,0.9722222222222222,0.9859154929577465,0.9790209790209791,True,poly2,Polynomial (deg=2),Augment numeric features with 2nd-degree polynomial terms.,poly2,xgboost,feature_ablation
