seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.11999484999978449,0.024098464207511067,0.0024575751944212244,0.00042313818807623307,3.047829694344318,0.26954277907026536,2.6011691233201097,0.2661636776547015,-0.0390627437224782,0.06745676587159238,y,feature_ablation_catboost_baseline,feature_ablation_catboost_baseline,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,catboost,feature_ablation
