framework,seed,fold,fit_time_sec,predict_time_sec,rmse,mae,r2
boosting_suite_catboost_baseline,42,1,0.1818355829891516,0.002977165990159847,3.0812198192324045,2.562567416766154,-0.0003295880494398329
boosting_suite_catboost_baseline,42,2,0.10989495800458826,0.00333370799489785,2.9831378554508814,2.6088318987659207,-0.0023144847394103163
boosting_suite_catboost_baseline,42,3,0.10997179099649657,0.00214304200198967,3.4829780096828156,3.0426265747919063,-0.02847417246197481
boosting_suite_catboost_baseline,42,4,0.10948229201312643,0.002368500005104579,2.7610146700230445,2.4324898719787598,-0.006154237678039465
boosting_suite_catboost_baseline,42,5,0.1096800829982385,0.0023362500069197267,2.930798117332445,2.359329854297809,-0.15804123568352657
