seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,0.020914649998303503,0.00047662861670412753,0.001521032993332483,7.236740107613942e-05,3.044713834249511,0.27283816019881296,2.598709200782541,0.270173146069227,-0.03643855496310677,0.0597058784696902,y,feature_ablation_lightgbm_quantile_bins,feature_ablation_lightgbm_quantile_bins,True,quantile_bins,Quantile Binning,Discretize numeric features into quantile bins and one-hot encode.,quantile_bins,lightgbm,feature_ablation
