f1_macro,accuracy,roc_auc_ovr,avg_precision_ovr,framework
0.954689643895483,0.9578329626884112,0.9895016006528152,0.989543487452557,XGBoost
0.9602566300149415,0.9630899431677786,0.9916551981836764,0.9941091400269892,LightGBM
0.9644598848490836,0.9666200900481292,0.994384394220621,0.9966572847377916,CatBoost
0.9712773998488284,0.9736842105263158,0.9904100529100528,0.9934704868409512,FLAML
0.9907215704317154,0.9917355371900827,1.0,1.0,H2O_AutoML
