framework,metric,ci95_lo,ci95_hi
XGBoost,f1_macro,0.9396358509126098,0.9697434368783563
XGBoost,accuracy,0.944199654064739,0.9714662713120832
LightGBM,f1_macro,0.9565468326640315,0.9639664273658516
LightGBM,accuracy,0.9595181616011861,0.9666617247343712
