framework_a,framework_b,metric,diff,t_stat,p_value,boot_ci_low,boot_ci_high
feature_ablation_xgboost_baseline,feature_ablation_xgboost_poly2,fit_time_sec,-0.0002537833992392047,-0.04618576827485197,0.96537605893315,-0.009185808201436885,0.008562797167251118
feature_ablation_xgboost_baseline,feature_ablation_xgboost_poly2,predict_time_sec,-0.0006947583926375797,-0.9089214964390032,0.4148033731504996,-0.0020171419862890405,0.0005625668040011203
feature_ablation_xgboost_baseline,feature_ablation_xgboost_quantile_bins,fit_time_sec,0.015090291196247496,1.804838464399573,0.1454175254461904,0.002662400277768029,0.031039816391421483
feature_ablation_xgboost_baseline,feature_ablation_xgboost_quantile_bins,predict_time_sec,-0.00017513339407744,-0.2733811059814624,0.7980952287710217,-0.0014572751970263393,0.0009378749993629199
feature_ablation_xgboost_baseline,feature_ablation_xgboost_no_scaling,fit_time_sec,0.0026074579975101653,0.5745595783828495,0.5963571911562878,-0.004894299997249618,0.00993531619606074
feature_ablation_xgboost_baseline,feature_ablation_xgboost_no_scaling,predict_time_sec,-0.0005968751938780813,-0.7646439917699811,0.487102740015186,-0.0019286671915324204,0.0006980250036576402
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_no_scaling,fit_time_sec,0.5435450580000178,141.23911332403028,1.507253134818248e-08,0.5370451661990956,0.5498050414025784
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_no_scaling,predict_time_sec,0.005526616406859839,17.22795360381268,6.66076263825421e-05,0.00512858240981586,0.006177958400803619
feature_ablation_xgboost_baseline,feature_ablation_catboost_vif_filter,fit_time_sec,0.1633581411966588,40.81431724362407,2.1535999414457245e-06,0.1563962163985707,0.17019939919409807
feature_ablation_xgboost_baseline,feature_ablation_catboost_vif_filter,predict_time_sec,0.003941091804881579,5.713765592742511,0.004640885317638222,0.00285728400631344,0.00505559980229004
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_poly2,fit_time_sec,0.5436214668035974,134.58340333309502,1.8282071042169023e-08,0.5369141004019184,0.550245933199767
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_poly2,predict_time_sec,0.0055712666042381995,18.272014216021184,5.2769494226874773e-05,0.00524014100374188,0.0061871920042904
feature_ablation_xgboost_baseline,feature_ablation_catboost_poly2,fit_time_sec,0.4556519582023611,115.44467193292579,3.3762800550691144e-08,0.4489398084027926,0.46236410800192973
feature_ablation_xgboost_baseline,feature_ablation_catboost_poly2,predict_time_sec,-0.0050381665903841836,-0.5367818053277348,0.619883261921113,-0.02377182870019168,0.00467212521471088
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_quantile_bins,fit_time_sec,0.5441729248006595,137.28986991150467,1.6882769192034127e-08,0.5376143302141282,0.5506828411977039
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_quantile_bins,predict_time_sec,0.005603258611517959,19.55495809202954,4.032644430831571e-05,0.005288534958526782,0.00618049201439132
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_baseline,fit_time_sec,0.5422753079939866,108.60762131057984,4.309874527883353e-08,0.5330106079927646,0.5503702745947521
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_baseline,predict_time_sec,0.00545703320531174,18.39024343043563,5.143853711671966e-05,0.0050852412066888,0.006051266402937441
feature_ablation_xgboost_baseline,feature_ablation_catboost_quantile_bins,fit_time_sec,0.45579088339582086,119.41756274252694,2.9490045090478725e-08,0.4494455999985803,0.46207793319190393
feature_ablation_xgboost_baseline,feature_ablation_catboost_quantile_bins,predict_time_sec,0.0036350916081573995,3.8726371609022245,0.017953194144142606,0.0019102416088572001,0.0051914916053647205
feature_ablation_xgboost_baseline,feature_ablation_xgboost_vif_filter,fit_time_sec,-0.28471794180222787,-63.949217770388586,3.5818108958439696e-07,-0.2922036581963766,-0.2772663086041575
feature_ablation_xgboost_baseline,feature_ablation_xgboost_vif_filter,predict_time_sec,-0.0007442000001901599,-1.5565337794677565,0.19456857574583605,-0.0016491504376608813,-3.7650001468099954e-05
feature_ablation_xgboost_baseline,feature_ablation_catboost_baseline,fit_time_sec,0.44509272479917855,32.936701186121354,5.06718373621154e-06,0.41737519999733197,0.4626254829985556
feature_ablation_xgboost_baseline,feature_ablation_catboost_baseline,predict_time_sec,0.00466671641042924,11.366334808963929,0.00034165268030494786,0.0039867002080428,0.00550134140939916
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_vif_filter,fit_time_sec,0.258758257998852,60.06271682621284,4.6018156303166573e-07,0.25152704960200933,0.2658079329936299
feature_ablation_xgboost_baseline,feature_ablation_lightgbm_vif_filter,predict_time_sec,0.005408933205762879,18.60926510511447,4.908171615789217e-05,0.00505380860413428,0.0060055748064769005
feature_ablation_xgboost_baseline,feature_ablation_catboost_no_scaling,fit_time_sec,0.4561071581963915,113.57161313693858,3.604521651509952e-08,0.4494374333968153,0.46269436619768384
feature_ablation_xgboost_baseline,feature_ablation_catboost_no_scaling,predict_time_sec,0.00363667480705772,7.72553109294684,0.0015115415396250063,0.00282266600697766,0.00436736660776662
feature_ablation_xgboost_poly2,feature_ablation_xgboost_quantile_bins,fit_time_sec,0.0153440745954867,2.1531893979643386,0.09763167916570277,0.0035316575871547685,0.02921670839714352
feature_ablation_xgboost_poly2,feature_ablation_xgboost_quantile_bins,predict_time_sec,0.0005196249985601397,0.5819234954773419,0.5918385657319114,-0.0009729997982504196,0.0020414206240820542
feature_ablation_xgboost_poly2,feature_ablation_xgboost_no_scaling,fit_time_sec,0.00286124139674937,0.8165168972999807,0.46004038862471186,-0.002699458799907006,0.009285616595298052
