fold,framework,accuracy,f1_macro,roc_auc_ovr,avg_precision_ovr
1,CatBoost,0.9184712196927632,0.913177219838884,0.9816232047887993,0.9682970733628874
2,CatBoost,0.9169905607995558,0.9117539907869303,0.9813794216809273,0.9676828610192213
3,CatBoost,0.9181319020297366,0.9128059624706778,0.9817065209881515,0.9684757104054298
4,CatBoost,0.9166512431365291,0.9112749940206413,0.9809021597369937,0.967342109700605
5,CatBoost,0.9209698315750509,0.9156517832517783,0.982666984450159,0.9701744625861963
