seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework,ablation_suite,preprocessing_variant,feature_variant,feature_description,feature_variant_key,estimator_name,experiment_family
42,4.09275540819799,0.13337928340931746,0.12874346659809816,0.04375543804649441,0.9235918316984393,0.0024748879244289646,0.8908963449000391,0.004601446934389321,0.8942427513396825,0.003729889573939512,0.8925610752370593,0.003408209829482922,IsInsurable,feature_ablation_xgboost_baseline,feature_ablation_xgboost_baseline,True,baseline,Baseline,"Median/most-frequent imputation, scaling enabled, no extra transforms.",baseline,xgboost,feature_ablation
