seed,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,target,experiment,framework
42,7.09876924980199,0.12616780361890073,0.07001892500265967,0.02297888134703834,0.9235548152261088,0.0023443156977654635,0.8885488385948642,0.005023104192364472,0.8971630696166457,0.002365845495478765,0.8928298170938188,0.0030891053875079745,IsInsurable,boosting_suite_catboost_baseline,boosting_suite_catboost_baseline
77,7.184313233400462,0.27382538353042846,0.06323861659620889,0.013342592070869023,0.92373989758776,0.0011941836910470199,0.8887258036815702,0.0031186650318741154,0.8975280497230136,0.005175769206511805,0.893092226557539,0.0018938786922903712,IsInsurable,boosting_suite_catboost_baseline,boosting_suite_catboost_baseline
