framework,seed,fold,fit_time_sec,predict_time_sec,rmse,mae,r2
boosting_suite_xgboost_baseline,42,1,0.16266016700046748,0.0055822080003054,0.447639674507787,0.2916436730356318,0.8470849318642257
boosting_suite_xgboost_baseline,42,2,0.37609929100017325,0.005644290999953228,0.444103496895658,0.2911186836878297,0.8556263996540694
boosting_suite_xgboost_baseline,42,3,0.2519496659997458,0.005472416999509733,0.45112667156639635,0.29008582488945983,0.8435763654000825
boosting_suite_xgboost_baseline,42,4,0.25746799999978975,0.005493207999279548,0.42872794353650584,0.28152175852297123,0.8621089568900484
boosting_suite_xgboost_baseline,42,5,0.2574755420000656,0.005503207999936421,0.45260368961860514,0.29742155997947434,0.8478068169644886
